features,MSE,MAE,R^2,Adjusted R^2,RMSE,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55023')",2.652268439,1.29423053,0.082785932,0.082295892,1.628578656,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FFC55555', 'TC55552', 'TI55021')",2.652281219,1.294107103,0.082781512,0.08229147,1.62858258,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55021', 'TI55023')",2.652403301,1.295303907,0.082739293,0.082109114,1.62862006,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FFC55555', 'TC55552', 'TI55021')",2.652479018,1.294053299,0.082713109,0.082293074,1.628643306,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555', 'TI55021')",2.652487368,1.292069909,0.082710221,0.082290184,1.628645869,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55553', 'TI55023')",2.652494797,1.294350727,0.082707652,0.082287614,1.62864815,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'FFC55553')",2.652502921,1.295198699,0.082704842,0.082284803,1.628650644,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555', 'TI55021')",2.652530444,1.292055117,0.082695324,0.082205236,1.628659094,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55023')",2.652535789,1.29427228,0.082693476,0.082133331,1.628660735,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55021', 'TI55023')",2.652553185,1.295197028,0.08268746,0.082197368,1.628666075,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55021')",2.652564686,1.29551335,0.082683483,0.082193388,1.628669606,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'TI55021')",2.652574513,1.292091482,0.082680084,0.082330069,1.628672623,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'TI55021')",2.652591163,1.292084889,0.082674327,0.082254274,1.628677734,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'FFC55553')",2.65261542,1.295144214,0.082665938,0.082175834,1.628685181,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55553')",2.652622343,1.295278486,0.082663544,0.082313522,1.628687307,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555', 'TI55021', 'TI55023')",2.652688027,1.29215375,0.082640829,0.082150711,1.628707471,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55553')",2.652730341,1.295217457,0.082626195,0.08220612,1.628720461,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55553', 'TI55023')",2.652738279,1.294375076,0.08262345,0.082133324,1.628722898,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555', 'TI55021', 'TI55023')",2.652743353,1.292142925,0.082621696,0.082061507,1.628724456,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'TI55021', 'TI55023')",2.652751783,1.292161034,0.08261878,0.082198702,1.628727044,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55021', 'TI55023')",2.652769375,1.295297636,0.082612697,0.082052503,1.628732444,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'TI55021', 'TI55023')",2.652778109,1.292154399,0.082609676,0.082119543,1.628735125,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55021')",2.652796705,1.295621961,0.082603245,0.082043046,1.628740834,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55023')",2.652823293,1.292971457,0.082594051,0.081963772,1.628748996,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55021')",2.652898599,1.29547988,0.082568008,0.082147906,1.628772114,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55553', 'FFC55555', 'TI55023')",2.652933919,1.29455787,0.082555794,0.082135686,1.628782956,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TI55021', 'TI55023')",2.652984591,1.295222891,0.08253827,0.082048098,1.628798511,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FFC55555', 'TI55023')",2.653001789,1.292467165,0.082532323,0.08197208,1.628803791,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TI55021')",2.653029326,1.292418638,0.0825228,0.082172724,1.628812244,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TI55021')",2.653094483,1.292394867,0.082500267,0.082080134,1.628832245,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55023')",2.65311413,1.293172716,0.082493473,0.081933206,1.628838276,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'TI55021')",2.653123771,1.292408685,0.082490139,0.08221009,1.628841236,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55021')",2.653127866,1.295599852,0.082488723,0.081998524,1.628842493,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555')",2.653155613,1.29472739,0.082479127,0.082058984,1.62885101,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55553', 'TI55023')",2.653162538,1.294687713,0.082476732,0.082126639,1.628853136,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'TI55021')",2.653170746,1.292391724,0.082473893,0.082123799,1.628855655,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FFC55555', 'TI55023')",2.653182181,1.292513721,0.082469939,0.081979731,1.628859165,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55553', 'FFC55555', 'TI55023')",2.653188256,1.294631014,0.082467838,0.081977629,1.62886103,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TI55021', 'TI55023')",2.653188399,1.292489522,0.082467789,0.082047641,1.628861074,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55021', 'TI55023')",2.653201021,1.29529994,0.082463424,0.081903139,1.628864949,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'TI55021', 'TI55023')",2.653252827,1.292472619,0.082445508,0.082095403,1.628880851,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55023')",2.653255105,1.293009687,0.08244472,0.081884424,1.62888155,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TI55021', 'TI55023')",2.653266461,1.29246755,0.082440793,0.081950569,1.628885036,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555')",2.653288979,1.29319043,0.082433006,0.081872702,1.628891948,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'TI55021', 'TI55023')",2.653309474,1.292456642,0.082425918,0.082005752,1.628898239,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'TI55021', 'TI55023')",2.653357876,1.297594855,0.08240918,0.081989005,1.628913097,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FFC55555')",2.653365495,1.292638905,0.082406545,0.081916303,1.628915435,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TI55021')",2.653372234,1.295530263,0.082404214,0.081984038,1.628917504,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TI55021', 'TI55023')",2.653382895,1.295208728,0.082400528,0.081980349,1.628920776,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55553', 'TI55023')",2.65340443,1.294758105,0.082393081,0.081972899,1.628927386,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555')",2.653404452,1.294759054,0.082393073,0.081902823,1.628927393,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.653413743,1.297850136,0.08238986,0.081899609,1.628930245,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55023')",2.653495718,1.293190733,0.082361511,0.081871245,1.628955407,,,,,,,
"('AYC55580', 'DI55152', 'TC55552', 'TI55023')",2.653508833,1.29549834,0.082356975,0.082076886,1.628959433,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FFC55555')",2.653527017,1.292682694,0.082350687,0.081930486,1.628965014,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55553')",2.653531453,1.294939585,0.082349153,0.081999012,1.628966376,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'TI55021', 'TI55023')",2.653549712,1.297491115,0.082342839,0.081852562,1.62897198,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55021', 'TI55023')",2.65359226,1.295296799,0.082328124,0.08183784,1.62898504,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55021')",2.65359567,1.295620721,0.082326945,0.08183666,1.628986086,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'TC55552', 'TI55023')",2.65359814,1.295284809,0.082326091,0.081975941,1.628986844,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.653621193,1.297766769,0.082318119,0.081757745,1.62899392,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555')",2.653684116,1.293219021,0.082296358,0.081806057,1.629013234,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'FFC55555')",2.653709658,1.293459064,0.082287526,0.08179722,1.629021074,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'TC55552', 'TI55023')",2.653710046,1.295608785,0.082287391,0.081937226,1.629021193,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TI55021')",2.653729088,1.295497831,0.082280806,0.081930639,1.629027037,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55553')",2.653763557,1.294961887,0.082268886,0.081848647,1.629037617,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'TC55552', 'TI55023')",2.653806752,1.295392414,0.082253948,0.081833703,1.629050875,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'TI55021', 'TI55023')",2.653836398,1.297598727,0.082243696,0.081893514,1.629059974,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555', 'TI55023')",2.653874895,1.297937077,0.082230383,0.081810127,1.629071789,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.653896108,1.297896975,0.082223047,0.081802787,1.6290783,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55023')",2.653928181,1.297945643,0.082211956,0.081721609,1.629088144,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55021')",2.653950699,1.295593209,0.082204168,0.0817839,1.629095055,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555', 'TI55023')",2.653976081,1.297882626,0.082195391,0.081705035,1.629102845,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'TI55023')",2.653987722,1.297669178,0.082191365,0.081841163,1.629106418,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'TI55023')",2.654020011,1.297671652,0.082180199,0.081759919,1.629116328,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'TI55021', 'TI55023')",2.65402111,1.297544003,0.082179818,0.081759539,1.629116666,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55023')",2.654035839,1.297886101,0.082174725,0.081614264,1.629121186,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'FFC55555')",2.654041595,1.293469542,0.082172734,0.081752452,1.629122953,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'TI55023')",2.654062245,1.297621539,0.082165593,0.081745307,1.629129291,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.654091594,1.297842439,0.082155444,0.081665067,1.629138298,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'TI55021', 'TI55023')",2.654092889,1.295725203,0.082154996,0.081734705,1.629138695,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'TI55023')",2.654098766,1.297621093,0.082152963,0.081662586,1.629140499,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TI55021', 'TI55023')",2.654106681,1.295704277,0.082150226,0.081659847,1.629142928,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55553', 'FFC55555')",2.654161586,1.295274211,0.082131239,0.081781014,1.629159779,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55555', 'TI55021', 'TI55023')",2.654168488,1.296051826,0.082128852,0.081638461,1.629161898,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55021', 'TI55023')",2.654191712,1.296061262,0.08212082,0.081560326,1.629169025,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FFC55555', 'TI55021', 'TI55023')",2.654256143,1.295836845,0.082098539,0.081538031,1.629188799,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'TI55021', 'TI55023')",2.654268269,1.295629753,0.082094345,0.081744107,1.629192521,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TI55021', 'TI55023')",2.654270395,1.295615344,0.08209361,0.081673291,1.629193173,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55555', 'TI55021', 'TI55023')",2.654315257,1.2959801,0.082078096,0.08165777,1.629206941,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55021', 'TI55023')",2.654325172,1.295987518,0.082074667,0.081584248,1.629209984,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'TI55021')",2.654356029,1.295962372,0.082063996,0.081713746,1.629219454,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55023')",2.654360418,1.293541832,0.082062478,0.081501949,1.629220801,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FFC55555', 'TI55021', 'TI55023')",2.654368534,1.295842484,0.082059672,0.081569244,1.629223292,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55553', 'FFC55555')",2.65437758,1.295349209,0.082056543,0.081636207,1.629226068,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TI55021')",2.654397009,1.29597377,0.082049824,0.081629485,1.62923203,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'TI55023')",2.654400442,1.293043054,0.082048637,0.081558204,1.629233084,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55555', 'TI55021')",2.654404728,1.296267169,0.082047155,0.081626815,1.629234399,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55021')",2.654459867,1.296306768,0.082028087,0.081537642,1.629251321,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FFC55555', 'TI55023')",2.6544858,1.293393445,0.082019118,0.081528669,1.62925928,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FFC55555', 'TI55023')",2.654492914,1.293394719,0.082016658,0.081596304,1.629261463,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'TI55021')",2.654513319,1.295861246,0.082009602,0.081729406,1.629267725,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55555', 'TI55021')",2.654535471,1.296185374,0.082001941,0.081651667,1.629274523,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TI55021')",2.654544843,1.295870866,0.0819987,0.081648425,1.629277399,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55553')",2.654560072,1.29552014,0.081993434,0.081713233,1.629282072,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55021')",2.654579419,1.296226771,0.081986743,0.081566375,1.62928801,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'TI55023')",2.6546352,1.29307543,0.081967452,0.081547076,1.629305128,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'TI55023')",2.654668277,1.293747411,0.081956014,0.081465531,1.629315279,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FFC55553', 'TC55552')",2.654677717,1.297679877,0.081952749,0.081532366,1.629318176,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'TI55021')",2.654711715,1.298795388,0.081940992,0.081590695,1.629328609,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FFC55553', 'TC55552')",2.654740183,1.297772721,0.081931147,0.081580846,1.629337345,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021')",2.654759076,1.299045342,0.081924613,0.081504217,1.629343143,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55553')",2.654775092,1.295579711,0.081919075,0.081568769,1.629348057,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55023')",2.654848335,1.293583672,0.081893746,0.081403229,1.629370533,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'TI55021')",2.654885369,1.298670306,0.081880938,0.081460522,1.629381898,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'TI55021', 'TI55023')",2.654917342,1.295906004,0.081869881,0.081379352,1.629391709,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021')",2.654945336,1.298940688,0.0818602,0.081369666,1.6294003,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569')",2.654945787,1.293304256,0.081860045,0.081439619,1.629400438,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576')",2.655025602,1.293880004,0.081832443,0.081341894,1.62942493,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'TI55021', 'TI55023')",2.65505016,1.295911257,0.08182395,0.081403508,1.629432466,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'TI55023')",2.655101323,1.293773019,0.081806257,0.081385806,1.629448165,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FFC55555', 'TI55021')",2.655111791,1.29652881,0.081802637,0.081312072,1.629451377,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569')",2.655155221,1.293334575,0.081787618,0.081437262,1.629464704,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FFC55555')",2.655184571,1.29373461,0.081777468,0.081427108,1.62947371,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FFC55555', 'TI55021')",2.655184773,1.296526693,0.081777398,0.081356934,1.629473772,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FFC55555', 'TC55552', 'TI55021')",2.655196823,1.297833165,0.081773231,0.081352765,1.629477469,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FFC55555')",2.655200814,1.293737379,0.08177185,0.081351384,1.629478694,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TI55021', 'TI55023')",2.655359197,1.296281708,0.081717078,0.081296586,1.629527293,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TI55021', 'TI55023')",2.655378424,1.2962843,0.081710429,0.081219815,1.629533192,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'TI55021')",2.655419681,1.298982058,0.081696161,0.08141587,1.629545851,,,,,,,
"('AYC55580', 'DI55152', 'FFC55555', 'TC55552', 'TI55021')",2.655427134,1.297780299,0.081693584,0.081343192,1.629548138,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576')",2.655469221,1.293914232,0.081679029,0.08125852,1.629561052,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TI55021')",2.655469434,1.299267887,0.081678956,0.081328558,1.629561117,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576')",2.655494465,1.294184514,0.081670299,0.081249787,1.629568797,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55023')",2.655526504,1.296218443,0.081659219,0.081098443,1.629578628,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'TI55021')",2.655571482,1.298876206,0.081643665,0.081293254,1.629592428,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55023')",2.655601323,1.296255234,0.081633345,0.08114269,1.629601584,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TI55021')",2.655627518,1.299166789,0.081624287,0.081203753,1.629609621,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55023')",2.655726429,1.298613188,0.081590081,0.081169531,1.629639969,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'TI55023')",2.655759021,1.298384704,0.08157881,0.081228374,1.629649969,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'TI55021')",2.655765055,1.296587021,0.081576723,0.081156167,1.62965182,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'TI55023')",2.655832299,1.293886278,0.081553469,0.081132902,1.629672451,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'TI55021')",2.655856366,1.296584293,0.081545146,0.081194697,1.629679835,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576')",2.655867774,1.294195854,0.0815412,0.081190751,1.629683336,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'TI55023')",2.65588228,1.29389592,0.081536184,0.081185733,1.629687786,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55023')",2.655960925,1.298559641,0.081508987,0.081018265,1.629711915,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'TI55023')",2.655973585,1.298315901,0.081504609,0.08108402,1.629715799,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'TI55021', 'TI55023')",2.656008657,1.29630089,0.08149248,0.081142012,1.629726559,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'TI55021', 'TI55023')",2.656012354,1.296301232,0.081491202,0.081070607,1.629727693,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55023')",2.656037302,1.296239165,0.081482574,0.080991838,1.629735347,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FFC55555', 'TI55023')",2.656046431,1.296307391,0.081479417,0.080988679,1.629738148,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55023')",2.656075366,1.296259773,0.08146941,0.081048806,1.629747025,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TI55023')",2.656266173,1.298721852,0.081403425,0.081052923,1.629805563,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FFC55555', 'TI55023')",2.656281394,1.29632998,0.081398162,0.080977524,1.629810232,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'TI55023')",2.656299357,1.298467644,0.081391949,0.081111565,1.629815743,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TI55021')",2.656430872,1.297165358,0.081346469,0.080995945,1.629856089,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TI55021')",2.656486037,1.297164692,0.081327391,0.080906721,1.629873013,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55023')",2.656498623,1.294446341,0.081323039,0.080762058,1.629876874,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TI55023')",2.656498863,1.298716543,0.081322956,0.080902284,1.629876947,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'TI55023')",2.656518692,1.298455098,0.081316098,0.080965563,1.62988303,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555', 'TI55023')",2.65653263,1.294488458,0.081311278,0.080820451,1.629887306,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'TC55552', 'TI55021')",2.656565625,1.295578846,0.081299868,0.080879186,1.629897428,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55023')",2.656596121,1.296325984,0.081289322,0.080798483,1.629906783,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC55576', 'FFC55555', 'TC55552')",2.656604417,1.298318765,0.081286453,0.080865764,1.629909328,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55023')",2.656626395,1.294405,0.081278853,0.080788008,1.62991607,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'TI55023')",2.656638302,1.294504386,0.081274735,0.080783888,1.629919723,,,,,,,
