features,MSE,MAE,R^2,Adjusted R^2,RMSE,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555', 'TI55023')",2.656654123,1.294444673,0.081269263,0.080848567,1.629924576,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC55576', 'FFC55555', 'TC55552')",2.656665117,1.298316059,0.081265461,0.080774609,1.629927949,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'TC55552', 'TI55021')",2.656669328,1.295503623,0.081264005,0.08091345,1.62992924,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TI55023')",2.656700792,1.296376324,0.081253124,0.08083242,1.629938892,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55576', 'TI55023')",2.656701875,1.294572562,0.08125275,0.080832046,1.629939224,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428')",2.656753467,1.294377787,0.081234908,0.080884341,1.629955051,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428')",2.656770514,1.294381136,0.081229013,0.080948579,1.62996028,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'TI55023')",2.656820319,1.294453246,0.081211789,0.080791067,1.629975558,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'TI55023')",2.656874205,1.294520833,0.081193154,0.080842571,1.629992088,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'FFC55555')",2.65692524,1.294652196,0.081175505,0.080684605,1.630007742,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'TI55023')",2.656946032,1.296437437,0.081168315,0.080747572,1.63001412,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555')",2.657008847,1.294727281,0.081146592,0.08072584,1.630033388,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'FFC55555')",2.657034238,1.294607773,0.081137811,0.080717055,1.630041177,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'TI55021')",2.657065161,1.297162626,0.081127117,0.080846652,1.630050662,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555')",2.657107287,1.294683523,0.081112549,0.080761936,1.630063584,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'TI55021')",2.657108097,1.2971609,0.081112269,0.080761656,1.630063832,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'TI55021', 'TI55023')",2.657110405,1.296875526,0.081111471,0.080690702,1.63006454,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'TI55021', 'TI55023')",2.657112916,1.296874015,0.081110603,0.080759989,1.63006531,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55023')",2.657149166,1.29633912,0.081098067,0.080677292,1.630076429,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555')",2.657154665,1.300112334,0.081096165,0.080675389,1.630078116,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555')",2.657157292,1.300113205,0.081095256,0.080744636,1.630078922,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555', 'TI55023')",2.657196619,1.294131532,0.081081656,0.080660874,1.630090985,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55555', 'TI55021', 'TI55023')",2.657196676,1.297100739,0.081081636,0.080660854,1.630091002,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555', 'TI55023')",2.657212151,1.294129467,0.081076285,0.080585332,1.630095749,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TI55023')",2.657212589,1.296377896,0.081076133,0.080725506,1.630095883,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55555', 'TI55021', 'TI55023')",2.657215076,1.297091464,0.081075273,0.08058432,1.630096646,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576')",2.65721936,1.294805935,0.081073792,0.080653006,1.63009796,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'TI55023')",2.657220896,1.296456425,0.081073261,0.080722632,1.630098431,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555')",2.657254044,1.300056579,0.081061797,0.080641006,1.630108599,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555')",2.657257907,1.300057781,0.081060461,0.0805695,1.630109784,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'TI55023')",2.657320303,1.294218293,0.081038884,0.080618082,1.630128922,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TI55023')",2.657325979,1.296873741,0.08103692,0.080616118,1.630130663,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553')",2.657330835,1.299857591,0.081035241,0.080684598,1.630132153,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'TI55023')",2.657351053,1.294213599,0.08102825,0.080677604,1.630138354,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55576')",2.657363264,1.294934247,0.081024026,0.080673379,1.630142099,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55553')",2.6573772,1.299872674,0.081019207,0.080738709,1.630146374,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576')",2.657378295,1.294742347,0.081018829,0.080668179,1.63014671,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TI55023')",2.657393939,1.296883958,0.081013419,0.080662767,1.630151508,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553')",2.657408695,1.299806189,0.081008316,0.0805875,1.630156034,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55553')",2.657452269,1.299817773,0.080993247,0.080642588,1.630169399,,,,,,,
"('AYC55580', 'FC42428', 'TI55021', 'TI55023')",2.657496397,1.296975005,0.080977986,0.080697476,1.630182934,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576')",2.657506618,1.294875174,0.080974452,0.08069394,1.630186068,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555')",2.657515179,1.29429176,0.080971491,0.080620824,1.630188694,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'TI55021', 'TI55023')",2.657528578,1.296958274,0.080966857,0.080616188,1.630192804,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555')",2.657533477,1.294289883,0.080965163,0.080544328,1.630194306,,,,,,,
"('AYC55580', 'FC42428', 'FFC55555', 'TI55021', 'TI55023')",2.657583676,1.297229972,0.080947803,0.080597127,1.630209703,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55555', 'TI55021', 'TI55023')",2.6576334,1.297206485,0.080930607,0.080509756,1.630224954,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555')",2.657708784,1.297661196,0.080904538,0.080413493,1.630248074,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TI55023')",2.65772839,1.294632606,0.080897758,0.080547062,1.630254088,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'TI55021')",2.657748204,1.297461176,0.080890906,0.080610369,1.630260164,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'TI55021')",2.657754983,1.297455527,0.080888561,0.080537862,1.630262244,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569')",2.657775378,1.29444843,0.080881508,0.080530807,1.630268499,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TI55023')",2.6577893,1.294619623,0.080876694,0.080455818,1.630272769,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FFC55553', 'TC55552')",2.657796549,1.301375873,0.080874187,0.080523483,1.630274992,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569')",2.657798696,1.294442389,0.080873444,0.080592902,1.63027565,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55555', 'TI55021')",2.657822549,1.297684236,0.080865195,0.080514488,1.630282966,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55555', 'TI55021')",2.657847602,1.297664748,0.080856532,0.080435646,1.63029065,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'TI55023')",2.657885517,1.294674941,0.08084342,0.080562868,1.630302278,,,,,,,
"('AYC55580', 'DI55152', 'FFC55553', 'TC55552')",2.65790078,1.301511342,0.080838142,0.080557588,1.630306959,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'TI55023')",2.657909331,1.294673075,0.080835184,0.080484465,1.630309581,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555')",2.657977507,1.297795864,0.080811607,0.080390702,1.63033049,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'FFC55555')",2.658146695,1.297656607,0.080753099,0.080332166,1.630382377,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'TI55023')",2.658202047,1.296958997,0.080733957,0.080383199,1.630399352,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FFC55555')",2.658231519,1.297784904,0.080723765,0.080302818,1.63040839,,,,,,,
"('AYC55580', 'DI55152', 'FC55576', 'FFC55555', 'TC55552')",2.658292247,1.30054002,0.080702763,0.080351994,1.630427014,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'TI55023')",2.658301347,1.296967179,0.080699616,0.080419021,1.630429804,,,,,,,
"('AYC55580', 'FC42428', 'TI55021')",2.65831231,1.29773174,0.080695825,0.080485394,1.630433166,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55555')",2.658314466,1.294935356,0.08069508,0.080414483,1.630433827,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55576', 'FFC55555', 'TC55552')",2.658344596,1.300543289,0.08068466,0.080263696,1.630443067,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'TI55021')",2.658349862,1.297698768,0.080682839,0.080402238,1.630444682,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555')",2.658358771,1.297774417,0.080679758,0.080328979,1.630447414,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55555')",2.658373938,1.294919285,0.080674513,0.080323732,1.630452066,,,,,,,
"('AYC55580', 'FC42428', 'FFC55555', 'TI55021')",2.658387484,1.297984974,0.080669828,0.080389224,1.63045622,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FFC55555')",2.658411854,1.297795903,0.0806614,0.080310615,1.630463693,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55555', 'TI55021')",2.658438773,1.297942566,0.080652091,0.080301302,1.630471948,,,,,,,
"('AYC55580', 'DI55102', 'FC42428')",2.658620462,1.295084739,0.080589259,0.080378803,1.630527664,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428')",2.658650972,1.29508243,0.080578708,0.080298076,1.63053702,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555')",2.658803111,1.300795466,0.080526095,0.080175258,1.630583672,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'TC55552', 'TI55021')",2.65885195,1.298771998,0.080509205,0.080158362,1.630598648,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55555', 'TI55023')",2.658875308,1.297589191,0.080501128,0.08008008,1.63060581,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'TI55023')",2.658875317,1.297293348,0.080501125,0.080150278,1.630605813,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TI55023')",2.658881804,1.297297567,0.080498881,0.080077832,1.630607802,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576')",2.65888394,1.29784887,0.080498143,0.080077093,1.630608457,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553')",2.658899246,1.300616188,0.080492849,0.080212191,1.63061315,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55023')",2.658906149,1.297607461,0.080490462,0.079999196,1.630615267,,,,,,,
"('AYC55580', 'DI55152', 'TC55552', 'TI55021')",2.65899027,1.298724716,0.080461371,0.080180703,1.630641061,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555')",2.65902038,1.300759203,0.080450959,0.080029888,1.630650294,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55555', 'TI55023')",2.659049319,1.297522823,0.080440951,0.080090081,1.630659167,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55023')",2.659080888,1.297546967,0.080430034,0.080008953,1.630668847,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'TI55023')",2.65908804,1.297208857,0.08042756,0.080146882,1.63067104,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TI55023')",2.659098014,1.297217759,0.080424111,0.080073235,1.630674098,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55553')",2.659100512,1.300565156,0.080423247,0.080072371,1.630674864,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576')",2.659199338,1.297998227,0.080389071,0.080038181,1.630705166,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569')",2.659224484,1.297985343,0.080380375,0.080029482,1.630712876,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576')",2.659360417,1.297825778,0.080333366,0.079982455,1.630754555,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569')",2.659441073,1.297992709,0.080305473,0.080024758,1.630779284,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576')",2.659613258,1.297962854,0.080245928,0.079965194,1.630832075,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'FFC55555')",2.659788666,1.301197714,0.080185268,0.079904516,1.630885853,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553')",2.659895618,1.301000314,0.080148282,0.079937725,1.630918642,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'TI55023')",2.659949731,1.297711946,0.080129568,0.07977858,1.630935232,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55555', 'TI55023')",2.659984431,1.297910833,0.080117568,0.079696344,1.63094587,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'FFC55555')",2.659985555,1.301163481,0.080117179,0.079766186,1.630946215,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'TI55023')",2.659997653,1.29768962,0.080112996,0.079832221,1.630949923,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55555', 'TI55023')",2.660000093,1.297905287,0.080112152,0.079761157,1.630950672,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FFC55555')",2.660032282,1.298731202,0.08010102,0.079750021,1.63096054,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55555')",2.660035944,1.29873134,0.080099754,0.079818975,1.630961662,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553')",2.660086669,1.300952977,0.080082212,0.079801428,1.630977213,,,,,,,
"('AYC55580', 'FC42428', 'TI55023')",2.660433147,1.297883058,0.079962392,0.079751793,1.631083427,,,,,,,
"('AYC55580', 'FC42428', 'FFC55555', 'TI55023')",2.660435239,1.298130191,0.079961668,0.079680848,1.631084069,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'TI55023')",2.660436739,1.2978819,0.07996115,0.079680329,1.631084528,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55555', 'TI55023')",2.66046596,1.298120105,0.079951044,0.079599988,1.631093486,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FFC55555', 'TC55552')",2.660679262,1.299056846,0.07987728,0.079455946,1.631158871,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FFC55555', 'TC55552')",2.660712467,1.298949981,0.079865797,0.079514708,1.631169049,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55555')",2.660925058,1.298958028,0.079792278,0.079370905,1.631234213,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55555')",2.660952782,1.298973053,0.07978269,0.07943157,1.631242711,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576')",2.660981462,1.29873754,0.079772772,0.079421648,1.631251502,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428')",2.661005815,1.298820479,0.07976435,0.07948347,1.631258966,,,,,,,
"('AYC55580', 'DI55152', 'FC42428')",2.661034227,1.298820855,0.079754525,0.079543878,1.631267675,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576')",2.661055369,1.298775929,0.079747214,0.079466328,1.631274155,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55555')",2.661063878,1.298887483,0.079744271,0.079393135,1.631276763,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55555')",2.661082496,1.298898651,0.079737832,0.079456944,1.63128247,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576')",2.661159131,1.29863997,0.07971133,0.079430433,1.631305959,,,,,,,
"('AYC55580', 'FC42428', 'FC55576')",2.661220324,1.298679759,0.079690169,0.079479507,1.631324714,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55555')",2.661993603,1.299341407,0.079422751,0.079141766,1.631561707,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55555')",2.661994965,1.299340751,0.07942228,0.079071022,1.631562124,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569')",2.662021888,1.299165576,0.07941297,0.079131982,1.631570375,,,,,,,
"('AYC55580', 'FC42428', 'FC55569')",2.662049933,1.299150184,0.079403271,0.079192544,1.631578969,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC55576', 'TC55552')",2.662675053,1.300861554,0.07918709,0.078835742,1.631770527,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC55576', 'TC55552')",2.662765205,1.300855037,0.079155914,0.07873425,1.631798151,,,,,,,
"('AYC55580', 'FC42428', 'FFC55555')",2.662799235,1.299838938,0.079144146,0.078933359,1.631808578,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55555')",2.662844412,1.299816434,0.079128522,0.078847448,1.63182242,,,,,,,
"('AYC55580', 'FC42428')",2.662866823,1.299607807,0.079120772,0.078980255,1.631829287,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428')",2.662890704,1.299594149,0.079112514,0.07890172,1.631836604,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FFC55555', 'TC55552')",2.662927941,1.301985276,0.079099636,0.078748255,1.631848014,,,,,,,
"('AYC55580', 'DI55152', 'FFC55555', 'TC55552')",2.662991646,1.301877895,0.079077605,0.078796515,1.631867533,,,,,,,
"('AYC55580', 'DI55152', 'FC55576', 'TC55552')",2.663811619,1.30248083,0.07879404,0.078512863,1.632118752,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55576', 'TC55552')",2.663893133,1.302479726,0.078765851,0.078414342,1.632143723,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'TC55552')",2.666041076,1.30128932,0.078023044,0.077741632,1.632801603,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'TC55552')",2.666099107,1.301423248,0.078002976,0.077651176,1.632819374,,,,,,,
"('AYC55580', 'DI55152', 'TC55552')",2.66766668,1.303621159,0.077460874,0.077249702,1.633299323,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'TC55552')",2.667695996,1.303721726,0.077450735,0.077169148,1.633308298,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55021', 'TI55023')",2.670941525,1.294677765,0.076328359,0.075693775,1.63430154,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.670978438,1.294591474,0.076315593,0.075610437,1.634312834,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FC55576', 'TC55552', 'TI55021', 'TI55023')",2.671268556,1.296245946,0.076215264,0.075651164,1.63440159,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.671323714,1.296171783,0.076196189,0.075561515,1.634418463,,,,,,,
"('425 %Al', 'AYC55580', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55021', 'TI55023')",2.671754818,1.296727262,0.076047104,0.075482901,1.634550341,,,,,,,
"('AYC55580', 'DI55102', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55021', 'TI55023')",2.671787884,1.295258519,0.076035669,0.075471459,1.634560456,,,,,,,
"('425 %Al', 'AYC55580', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.671831889,1.296877485,0.076020451,0.075385656,1.634573917,,,,,,,
"('AYC55580', 'DI55102', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.671893483,1.295305383,0.07599915,0.07536434,1.634592758,,,,,,,
"('425 %Al', 'AYC55580', 'FC55569', 'FC55576', 'TC55552', 'TI55021', 'TI55023')",2.671907572,1.297580702,0.075994278,0.07550061,1.634597067,,,,,,,
"('AYC55580', 'DI55102', 'FC55569', 'FC55576', 'TC55552', 'TI55021', 'TI55023')",2.671933042,1.296473584,0.07598547,0.075491797,1.634604858,,,,,,,
"('425 %Al', 'AYC55580', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.672001529,1.297687546,0.075961785,0.07539753,1.634625807,,,,,,,
"('AYC55580', 'DI55102', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.672044318,1.296489224,0.075946988,0.075382724,1.634638895,,,,,,,
"('AYC55580', 'FC55569', 'FC55576', 'TC55552', 'TI55021', 'TI55023')",2.672553742,1.297865201,0.075770818,0.075347604,1.634794709,,,,,,,
"('AYC55580', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55021', 'TI55023')",2.672566495,1.297280387,0.075766407,0.075272618,1.63479861,,,,,,,
"('AYC55580', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.672690515,1.298017112,0.075723519,0.075229706,1.634836541,,,,,,,
"('AYC55580', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.672693884,1.297481248,0.075722353,0.075157952,1.634837571,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55021')",2.673270474,1.296021815,0.075522956,0.074887819,1.635013906,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55021')",2.67331482,1.297294233,0.07550762,0.074943087,1.635027468,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55021')",2.67333081,1.296213173,0.07550209,0.074937554,1.635032358,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FC55576', 'TC55552', 'TI55021')",2.673351117,1.297532426,0.075495067,0.075001133,1.635038567,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'TC55552', 'TI55021', 'TI55023')",2.67358615,1.296010319,0.075413788,0.074919809,1.63511044,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FFC55553', 'TC55552', 'TI55021', 'TI55023')",2.673668744,1.294497035,0.075385225,0.074820618,1.635135696,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.673675978,1.295817741,0.075382723,0.074818114,1.635137908,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55569', 'FFC55553', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.673753786,1.294271135,0.075355816,0.074720564,1.6351617,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55021', 'TI55023')",2.674055741,1.296824794,0.075251393,0.074616069,1.635254029,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC55576', 'FFC55553', 'TC55552', 'TI55021', 'TI55023')",2.674089092,1.296903194,0.075239859,0.074675163,1.635264227,,,,,,,
